code_entreprise|code_etablissement|departement|ville|nom_etablissement|code_naf
021510896|00018|13|MARSEILLE 14|COPRO 39 CH DE GIBBES|8110Z
021510904|00010|13|MARSEILLE 1|COPRO 1 BD DUGOMMIER|8110Z
021510912|00013|13|MARSEILLE 9|TRA BARRAL|8110Z
021510920|00016|13|MARSEILLE 4|116 BD LIBERATION|8110Z
021510946|00011|13|MARSEILLE 6|COPRO 102 RUE JEAN MOULET|8110Z
021510961|00010|13|MARSEILLE 13|134 RUE A DAUDET|8110Z
021510987|00015|13|MARSEILLE 6|SYND COPROPRIETE 106 RUE MARENGO|8110Z
021510995|00018|13|MARSEILLE 5|COPRO GAMMA|8110Z
021511035|00012|13|MARSEILLE 12|SYNDICAT DE COPROPRIETAIRES|8110Z
021511043|00016|13|MARSEILLE 4|PRO|8110Z
021511050|00011|13|MARSEILLE 9|9 SQUARE MICHELET|8110Z
021511076|00016|13|MARSEILLE 6|42 42A RUE ST JACQUES|8110Z
021511100|00014|13|MARSEILLE 6|COPRO 11 A RUE ARMENY|8110Z
021511142|00016|13|MARSEILLE 6|45 BD A AUNE|8110Z
021511241|00016|13|MARSEILLE 8|COPRO L EOLIENNE|8110Z
021511258|00010|13|MARSEILLE 7|RUBIS 2 PL ETIENNE|8110Z
021511332|00013|13|MARSEILLE 14|COPRO LES DEUX QUARTIERS|8110Z
021511365|00013|13|MARSEILLE 8|COPRO ILE DE FRANCE|8110Z
021511381|00010|13|MARSEILLE 7|COPRO LES HORIZONS CLAIRS|8110Z
021511415|00016|13|MARSEILLE 7|LE ROCAMARE|8110Z
021511431|00013|13|MARSEILLE 6|COPRO LE MILAN|8110Z
021511456|00010|13|MARSEILLE 9|COPRO PARC FLEURI|8110Z
021511464|00014|13|MARSEILLE 4|3 RUE MARX DORMOY|8110Z
021511472|00017|13|MARSEILLE 5|36 RUE BRIFFAUT|8110Z
021511498|00012|13|MARSEILLE 2|26 RUE CAISSERIE|8110Z
021511522|00019|13|MARSEILLE 5|26 28 30 RUE MARTIN|8110Z
021511563|00013|13|MARSEILLE 8|430 RUE PARADIS|8110Z
021511605|00012|13|MARSEILLE 8|COPRO ILE DE FRANCE|8110Z
021511613|00016|13|MARSEILLE 9|PRO|8110Z
021511704|00013|13|MARSEILLE 3|24 26 28 BD LESSEPS|8110Z
021511712|00016|13|MARSEILLE 6|SAINT DOMINIQUE|8110Z
021511779|00015|13|MARSEILLE 14|BARTHELEMY 63 AV MONET|8110Z
021511787|00018|13|MARSEILLE 4|29 31 RUE MONTE CRISTO|8110Z
021511803|00013|13|MARSEILLE 8|1 RUE VALENCE|8110Z
021511811|00016|13|MARSEILLE 4|36 BD DE LA BLANCARDE|8110Z
021511837|00011|13|MARSEILLE 9|COPRO MICHELET SEVIGNE|8110Z
021511845|00014|13|MARSEILLE 4|31 BD PARDIGON|8110Z
021511852|00010|13|MARSEILLE 7|84 112 114 BD TELLENE|8110Z
021511910|00016|13|MARSEILLE 9|COPRO PARC BEAUVALLON PRAIRIE|8110Z
021511936|00011|13|MARSEILLE 9|13 BD LA PUGETTE|8110Z
021511944|00015|13|MARSEILLE 12|34 BD GAROUTTE|8110Z
021511977|00015|13|MARSEILLE 8|COPRO 146 148 AV MONTREDON|8110Z
021512009|00016|13|MARSEILLE 7|VALLON AZUR 11 TR TARGUIST|8110Z
021512025|00012|13|MARSEILLE 10|COPRO RABATAU CAPELETTE|8110Z
021512041|00019|13|MARSEILLE 8|LA SERANE|8110Z
021512074|00010|13|MARSEILLE 12|299 AV ST JULIEN|8110Z
021512090|00016|13|MARSEILLE 5|37 BD J D ARC|8110Z
021512108|00016|13|MARSEILLE 5|11 RUE BRIFFAUT|8110Z
021512132|00016|13|MARSEILLE 9|COPRO PARC DROMEL BLOC 23|8110Z
021512140|00019|13|MARSEILLE 4|35 BD SAKAKINI|8110Z
021512165|00016|13|MARSEILLE 4|57 RUE MARX DORMOY|8110Z
021512199|00015|13|MARSEILLE 3|COPROPRIETE 114 RUE LOUBON|8110Z
021512223|00013|13|MARSEILLE 13|COPRO PARC DES ROSES|8110Z
021512231|00016|13|MARSEILLE 4|6 8 10 RUE A PONS|8110Z
021512264|00017|13|MARSEILLE 4|LA PEPINIERE|8110Z
021512280|00013|13|MARSEILLE 7|85 87 87B RUE STE|8110Z
021512298|00015|13|MARSEILLE 4|COPRO 17 TRA ST CHARLES|8110Z
021512363|00017|13|MARSEILLE 6|3 RUE EDMOND ROSTAND|8110Z
021512371|00010|13|MARSEILLE 3|RESIDENCE PLOMBIERES|8110Z
021512389|00012|13|MARSEILLE 13|COPRO 58 AV COROT|8110Z
021512405|00016|13|MARSEILLE 10|62 BD LARRAT|8110Z
021512504|00016|13|MARSEILLE 6|15 RUE DE MADAGASCAR|8110Z
021512520|00012|13|MARSEILLE 6|12 RUE PONS|8110Z
021512561|00016|13|MARSEILLE 5|COPRO 13 RUE CAPITAINE|8110Z
021512595|00014|13|MARSEILLE 9|26 SQUARE MICHELET|8110Z
021512629|00011|13|MARSEILLE 2|7 RUE DE LA PRISON|8110Z
021512637|00014|13|MARSEILLE 3|LA REVOLUTION|8110Z
021512645|00017|13|MARSEILLE 5|COPRO 13 R DAVID OLMER|8110Z
021512678|00018|13|MARSEILLE 8|405 RUE PARADIS|8110Z
021512694|00015|13|MARSEILLE 9|STE MARIE MLLE|8110Z
021512736|00014|13|MARSEILLE 8|23 BD RODOCANACHI|8110Z
021512744|00018|13|MARSEILLE 10|LA BLANCHERIE|8110Z
021512777|00018|13|MARSEILLE 11|COPRO LA SOLITUDE|8110Z
021512793|00015|13|MARSEILLE 13|LE BEL AIR|8110Z
021512801|00016|13|MARSEILLE 4|CHARTREUX EST|8110Z
021512843|00018|13|MARSEILLE 9|PARC BEAUSOLEIL MLLE|8110Z
021512850|00013|13|MARSEILLE 15|COPRO 48 RTE DE ST LOUIS|8110Z
021512868|00015|13|MARSEILLE 15|RESIDENCE SAINT LOUIS MLLE|8110Z
021512892|00015|13|MARSEILLE 7|COPRO ST GEORGE REPRESENTE D4 IMMOB|8110Z
021512900|00016|13|MARSEILLE 14|31 BD LOUIS GUICHOUX|8110Z
021512918|00018|13|MARSEILLE 15|COPRO LE CONSOLAT|8110Z
021512926|00011|13|MARSEILLE 10|111 BD FIFI TURIN|8110Z
021512934|00015|13|MARSEILLE 3|42 BD GUIGOU|8110Z
021512967|00015|13|MARSEILLE 13|COPRO LES CYPRES|8110Z
021512983|00012|13|MARSEILLE 7|ESPLANADE NOUVELLE|8110Z
021512991|00015|13|MARSEILLE 13|COPRO LE TRIANON|8110Z
021513015|00012|13|MARSEILLE 4|GROUPE SAKAKINI MLLE|8110Z
021513023|00016|13|MARSEILLE 9|COPRO CHATEAU SEC|8110Z
021513098|00018|13|MARSEILLE 15|COPRO CASTORS DE SERVIERES|8110Z
021513163|00010|13|MARSEILLE 14|49 A BD DE LA GLACIERE|8110Z
021513189|00015|13|MARSEILLE 13|VIEUX CYPRES|8110Z
021513221|00016|13|MARSEILLE 4|COPRO IMMEUBLE A|8110Z
021513254|00017|13|MARSEILLE 5|COPRO PARC BARRY|8110Z
021513288|00015|13|MARSEILLE 5|16 RUE JAUBERT|8110Z
021513296|00018|13|MARSEILLE 6|104 RUE D AUBAGNE|8110Z
021513320|00016|13|MARSEILLE 5|50 BD JEANNE D ARC|8110Z
021513338|00018|13|MARSEILLE 11|COPRO 65 LA GROGNARDE MLLE|8110Z
021513429|00015|13|MARSEILLE 1|COPRO R GUIBAL|8110Z
021513437|00018|13|MARSEILLE 12|24 AV PETITE SUISSE|8110Z
021513452|00017|13|MARSEILLE 9|61 BD DE STE MARGUERITE|8110Z
021513478|00012|13|MARSEILLE 5|SYNDIC COPRO 191 BD BAILLE|8110Z
021513486|00015|13|MARSEILLE 6|55 RUE PARADIS|8110Z
021513494|00019|13|MARSEILLE 6|28 RUE MONTGRAND|8110Z
021513551|00016|13|MARSEILLE 14|COPRO 95 NOTRE DAME DU BON SECOURS|8110Z
021513569|00018|13|MARSEILLE 12|COPRO PARC PETITE SUISSE|8110Z
021513585|00014|13|MARSEILLE 13|COPRO 107 BD CHUTES LAVIE|8110Z
021513601|00019|13|MARSEILLE 15|COPRO LA SYLVE|8110Z
021513627|00014|13|MARSEILLE 13|COPRO 130 AVENUE COROT|8110Z
021513635|00017|13|MARSEILLE 13|PARC COROT BLOC 6|8110Z
021513643|00011|13|MARSEILLE 13|PARC COROT BLOC H|8110Z
021513700|00019|13|MARSEILLE 10|CHAMP FLEURY|8110Z
021513718|00011|13|MARSEILLE 8|COPROPRIETE LA CALYPSO|8110Z
021513742|00011|13|MARSEILLE 13|COPRO VAL BRISE|8110Z
021513783|00015|13|MARSEILLE 6|65 RUE BRETEUIL|8110Z
021513825|00014|13|MARSEILLE 8|390 AV DU PRADO|8110Z
021513882|00015|13|MARSEILLE 9|COPRO LE MONTMORENCY|8110Z
021513908|00018|13|MARSEILLE 8|94 AV DU PRADO|8110Z
021513916|00011|13|MARSEILLE 12|23 BD TRISTAN CORBIERE|8110Z
021513924|00015|13|MARSEILLE 9|COPRO CHATEAU SEC LE|8110Z
021513932|00018|13|MARSEILLE 4|32 RUE MARECHAL FAYOLLE|8110Z
021513940|00011|13|MARSEILLE 5|COPRO 1 RUE LAFOREST|8110Z
021513999|00017|13|MARSEILLE 6|PRO|8110Z
021514039|00011|13|MARSEILLE 10|COPRO 220 CH DE L ARMEE AFRIQUE|8110Z
021514047|00014|13|MARSEILLE 8|COPRO 38 BD SICARD|8110Z
021514070|00016|13|MARSEILLE 12|COPRO 11 BD NOEL|8110Z
021514104|00013|13|MARSEILLE 3|87 BD GUIGOU|8110Z
021514120|00019|13|MARSEILLE 15|LE ROVE|8110Z
021514237|00011|13|MARSEILLE 13|COPRO LOU MISTRALET BT B|8110Z
021514245|00014|13|MARSEILLE 10|COPRO 53 BD LARRAT|8110Z
021514278|00015|13|MARSEILLE 5|2 BD JEANNE D ARC|8110Z
021514294|00012|13|MARSEILLE 6|72 AV DU PRADO|8110Z
021514369|00012|13|MARSEILLE 6|6 RUE CRUDERE|8110Z
021514385|00018|13|MARSEILLE 6|SAINT ELOI|8110Z
021514419|00015|13|MARSEILLE 6|126 BD NOTRE DAME|8110Z
021514427|00018|13|MARSEILLE 4|COPRO 26 BD COLONEL ROSSI|8110Z
021514435|00011|13|MARSEILLE 8|350 AV DU PRADO|8110Z
021514476|00015|13|MARSEILLE 14|COPRO LES ROSIERS BAT I N 2|8110Z
021514575|00014|13|MARSEILLE 12|14 TSE MARIONE|8110Z
021514591|00011|13|MARSEILLE 8|COPRO LA PELISSIERE|8110Z
021514609|00011|13|MARSEILLE 7|45 RUE J RECHER|8110Z
021514641|00014|13|MARSEILLE 6|204 RUE BRETEUIL|8110Z
021514690|00011|13|MARSEILLE 1|COPRO 11 PLACE GENERAL DE GAULLE|8110Z
021514708|00011|13|MARSEILLE 10|LES MICOCOULIERS|8110Z
021514716|00014|13|MARSEILLE 8|29 BD DE LOUVAIN|8110Z
021514740|00014|13|MARSEILLE 3|102 AV R SALENGRO|8110Z
021514773|00015|13|MARSEILLE 5|SYNDICAT COPROPRIETE LE GOUDARD|8110Z
021514781|00018|13|MARSEILLE 15|ALTITUDE 150|8110Z
021514799|00010|13|MARSEILLE 13|COPRO BEAU PLAN|8110Z
021514823|00018|13|MARSEILLE 10|101 AV DE LA TIMONE|8110Z
021514831|00011|13|MARSEILLE 15|COPRO 7 ROUTE NATIONALE LA VISTE|8110Z
021514849|00013|13|MARSEILLE 5|COPRO 1 RUE FERRARI|8110Z
021514856|00018|13|MARSEILLE 15|COPRO MON MOULIN|8110Z
021514906|00011|13|MARSEILLE 7|COPRO 9 RUE FREGIER|8110Z
021514955|00018|13|MARSEILLE 8|149 153 BD RABATAU|8110Z
021514963|00012|13|MARSEILLE 13|DE LA COOPERATION|8110Z
021514997|00010|13|MARSEILLE 8|COPROPRIETE LE FREDRIC MISTRAL|6832A
021514997|00028|13|MARSEILLE 8|COPROPRIETE LE FREDRIC MISTRAL|6832A
021515010|00011|13|MARSEILLE 13|COPRO LE COROT F|8110Z
021515028|00013|13|MARSEILLE 9|COPRO LES TERRASSES|8110Z
021515101|00018|13|MARTIGUES|QUAI GENERAL LECLER|8110Z
021515143|00010|13|ISTRES|LES MOUETTES|8110Z
021515168|00017|13|LA PENNE SUR HUVEAUNE|COPRO LES ACACIAS|8110Z
021515366|00017|13|SALON DE PROVENCE|DESIRE ALLEMAN|8110Z
021515374|00011|13|SALON DE PROVENCE|SYND COPRO IMM VERT BOCAGE|8110Z
021515416|00010|13|SALON DE PROVENCE|COPRO AV DE GRANS|8110Z
021515432|00017|13|SALON DE PROVENCE|COPRO RESIDENCE LA LAUZE|8110Z
021515465|00017|13|SALON DE PROVENCE|LE NOSTRADAMUS|8110Z
021515473|00011|13|SALON DE PROVENCE|LES GRANDS PINS|8110Z
021515481|00014|13|SALON DE PROVENCE|STADIUM|8110Z
021515507|00016|13|SALON DE PROVENCE|LE ST LAZARE|8110Z
021515515|00019|13|SALON DE PROVENCE|LE MARINI|8110Z
021515531|00016|13|SAUSSET LES PINS|SYND COPRO LES ASTRAGALES|8110Z
021515564|00017|13|TARASCON|PRO SQUARE DESANAT|8110Z
021515580|00013|13|TARASCON|COPRO LA PROVENCALE|8110Z
021515598|00015|13|TARASCON|PRO LE MIREIO|8110Z
021515622|00013|13|MARSEILLE 5|PRO|8110Z
021515630|00016|13|MARSEILLE 4|9 RUE DES ORGUES|8110Z
021515655|00013|13|MARSEILLE 6|88 BD NOTRE DAME|8110Z
021515663|00017|13|MARSEILLE 8|142 AV DU PRADO MLLE|8110Z
021515705|00016|13|MARSEILLE 2|31 PLACE JULES GUESDE MLLE|8110Z
021515713|00010|13|MARSEILLE 1|COPRO 30 RUE ST BAZILE|8110Z
021515762|00017|13|GARDANNE|COPRO LE CEZANNE|8110Z
021515788|00012|13|MARSEILLE 13|COPRO LES PRAIRIES|8110Z
021515879|00019|13|AIX EN PROVENCE|LES ASPHODELES|8110Z
021515937|00015|13|MARSEILLE 1|34 RUE ROTONDE|8110Z
021515952|00014|13|AIX EN PROVENCE|COPRO LE MANSARD|8110Z
021515978|00019|13|VITROLLES|GAIS LOGIS|8110Z
021515986|00012|13|MARSEILLE 4|COPRO LE MEDICIS|8110Z
021516000|00011|13|SAUSSET LES PINS|LES RIVES D OR SAUSSET|8110Z
021516042|00013|13|MARSEILLE 9|VAL MONTREDON MLLE|8110Z
021516125|00016|13|MARSEILLE 5|CHATEAU PAYAN|8110Z
021516224|00017|13|AIX EN PROVENCE|COPRO LES ROMARINS|8110Z
021516331|00010|13|AIX EN PROVENCE|COPRO ARC DE MEYRAN|8110Z
021516380|00017|13|CARNOUX EN PROVENCE|COPRO MOTEL CLUB|8110Z
021516398|00019|13|MARSEILLE 9|COPRO 8 BD DES CHENES|8110Z
021516406|00010|13|MARSEILLE 1|8 RUE SAINTE MLLE|8110Z
021516430|00010|13|AIX EN PROVENCE|COPRO TROIS MOULINS|8110Z
021516455|00017|13|MARSEILLE 12|LA LISE|8110Z
021516471|00014|13|MARSEILLE 8|10 AV MAURICE BARRES MLLE|8110Z
021516489|00016|13|MARSEILLE 7|57 RUE BAYARD MLLE|8110Z
021516497|00019|13|AUBAGNE|COPRO LA CLE DES CHAMPS|8110Z
021516521|00016|13|AIX EN PROVENCE|LES FACULTES ZUP AIX|8110Z
021516539|00018|13|AIX EN PROVENCE|HAMEAU LA TORSE|8110Z
021516596|00018|13|MARSEILLE 4|COPRO LE CLOS DU POETE|8110Z
021516638|00018|13|MARSEILLE 8|LE JEANNE D ARC MLLE|8110Z
021516646|00011|13|SALON DE PROVENCE|COPRO LA COLOMBIERE|8110Z
021516653|00017|13|AIX EN PROVENCE|LES FONTAINES|8110Z
021516661|00010|13|MARSEILLE 12|BD MERLE|8110Z
021516729|00015|13|MARSEILLE 13|COPRO LE CLERMONT|8110Z
021516760|00010|13|MARSEILLE 10|113 TSE CHEVALIER MLLE|8110Z
021516778|00012|13|MARSEILLE 14|COPRO VUE SUR LA VILLE|8110Z
021516869|00019|13|MARSEILLE 9|COPRO RESIDENCE LES AIRELLES|8110Z
021516877|00012|13|AIX EN PROVENCE|COPRO LE MIRABEAU|8110Z
021516885|00015|13|AIX EN PROVENCE|COPRO HORIZON|8110Z
021516919|00012|13|MARSEILLE 10|COPRO 21 IMP BONNAUD|8110Z
021516927|00015|13|MARSEILLE 7|LE PHOENICIA|8110Z
021516935|00018|13|MARSEILLE 8|62 BD RODOCANACHI MLLE|8110Z
021516943|00012|13|MARSEILLE 8|21 BD PERIER MLLE|8110Z
021516968|00019|13|MARSEILLE 8|129 RUE JEAN MERMOZ MLLE|8110Z
021516976|00012|13|MARSEILLE 10|CASTEL ROC MLLE|8110Z
021517008|00013|13|MARSEILLE 9|COPRO CLOS RENAUD ABCDEF|8110Z
021517024|00010|13|MARSEILLE 4|IMM LE ROSSI|8110Z
021517057|00010|13|MARSEILLE 14|COPRO GARDANNE|8110Z
021517073|00017|13|AIX EN PROVENCE|COPRO LE GRAND CHENE|8110Z
021517115|00016|13|MARSEILLE 9|SORVERT MLLE|8110Z
021517149|00015|13|MARSEILLE 1|COPRO 45 BD NATIONAL|8110Z
021517198|00012|13|MARSEILLE 14|LE SIMONCELLI|8110Z
021517214|00017|13|MARSEILLE 5|168 BD CHAVE|8110Z
021517222|00010|13|MARSEILLE 8|LE ROY D ESPAGNE TOUR 4|8110Z
021517230|00013|13|MARSEILLE 9|COPRO RESIDENCE LES SOURCES|8110Z
021517255|00010|13|MARSEILLE 6|LE CANTINI|8110Z
021517305|00013|13|MARSEILLE 12|L AIGUILLETTE|8110Z
021517313|00017|13|MARSEILLE 8|ALFRED DE VIGNY MLLE|8110Z
021517321|00010|13|MARSEILLE 9|PRO 425 BD ROMAIN ROLLAND 6|8110Z
021517339|00012|13|MARSEILLE 8|COPRO PORT NEUF|8110Z
021517347|00015|13|MARSEILLE 1|COPRO 22 BD C FLAMMARION|8110Z
021517354|00011|13|ARLES|COPRO 19 RUE MARIUS ALLARD|8110Z
021517388|00019|13|MARSEILLE 8|48 BD RODOCANACHI|8110Z
021517453|00011|13|VITROLLES|COPRO LES PLANTIERS|8110Z
021517461|00014|13|AIX EN PROVENCE|COPRO LES TOURELLES|8110Z
021517503|00013|13|MARSEILLE 16|COPRO SAUMATY|8110Z
021517529|00018|13|AIX EN PROVENCE|PARC CESANNE|8110Z
021517545|00014|13|AIX EN PROVENCE|LE MONACO AIX|8110Z
021517552|00010|13|MARSEILLE 9|CHARLES PEGUY MLLE|8110Z
021517578|00015|13|MARTIGUES|LES ROCAILLES MARTIGUES|8110Z
021517594|00012|13|MARSEILLE 13|LE REGENT|8110Z
021517602|00013|13|MARSEILLE 6|LE PIERRE PUGET|8110Z
021517610|00016|13|MARSEILLE 9|11 SQUARE MICHELET|8110Z
021517628|00018|13|MARSEILLE 9|COPRO 11 B SQ MICHELET|8110Z
021517669|00012|13|MARSEILLE 4|COPRO LE MERCURE|8110Z
021517727|00018|13|MARSEILLE 8|LE MILORD 38 BD LORD DUVEEN|8110Z
021517735|00011|13|MARSEILLE 10|DE LA TIMONE MLLE|8110Z
021517750|00010|13|AUBAGNE|LES COQUIERES AUBAGNE|8110Z
021517768|00012|13|MARSEILLE 5|COPRO LE RIVIERA|8110Z
021517792|00012|13|MARSEILLE 1|COPRO LE MADELEINE|8110Z
021517818|00015|13|MARSEILLE 9|COPRO 60 ALLEE DES PINS|8110Z
021517826|00018|13|AIX EN PROVENCE|PRO LES TERRASSES ST JEROME|8110Z
021517842|00015|13|MARSEILLE 8|COPRO TOUR 6 ET 7 ROY D ESPAGNE|8110Z
021517859|00019|13|MARSEILLE 7|COPRO RICHELIEU|8110Z
021517883|00019|13|SALON DE PROVENCE|DAVID 1 11 61 75 BD DAVID|8110Z
021517917|00015|13|AUBAGNE|COPRO LA TOUR FOCH|8110Z
021517974|00016|13|MARSEILLE 6|COPRO ETOILE DE CASTELANNE|8110Z
021518014|00010|13|MARSEILLE 1|COPRO DES PRINCES|8110Z
021518030|00016|13|MARSEILLE 1|PRO|8110Z
021518055|00013|13|MARSEILLE 12|VALVERT|8110Z
021518105|00016|13|SAUSSET LES PINS|COPRO CHATEAU ROUX|8110Z
021518113|00010|13|MARSEILLE 2|32 RUE MALAVAL|8110Z
021518121|00013|13|AIX EN PROVENCE|LE ZOLA|8110Z
021518162|00017|13|MARSEILLE 13|COPRO LES PEUPLIERS|8110Z
021518212|00010|13|MARSEILLE 8|379 RUE PARADIS MLLE|8110Z
021518303|00017|13|MARSEILLE 8|COPRO 355 RUE PARADIS|8110Z
021518311|00010|13|MARSEILLE 4|COPRO 134 BD F DUPARC|8110Z
021518337|00015|13|MARSEILLE 8|COPROPRIETE L ARC EN CIEL|8110Z
021518345|00018|13|MARIGNANE|TOURTERELLES MARIGNANE|8110Z
021518378|00019|13|MARSEILLE 4|125 BD C FLAMMARION|8110Z
021518394|00016|13|MARSEILLE 12|COPRO BOUGAINVILLEES|8110Z
021518402|00017|13|AIX EN PROVENCE|COPRO SEXTIUS BAT A|8110Z
021518436|00015|13|MARTIGUES|LE TRIDENT MARTIGUES|8110Z
021518469|00016|13|MARSEILLE 3|25 BD BOUES|8110Z
021518485|00012|13|MARSEILLE 10|PRCE MIREILLE LAUZE|8110Z
021518493|00016|13|AIX EN PROVENCE|ST ANDRE BT A1|8110Z
021518543|00018|13|MARSEILLE 7|COPRO 28 CH VALLON ORIOL|8110Z
021518568|00015|13|MARSEILLE 6|40 RUE ST JACQUES|8110Z
021518576|00018|13|MARTIGUES|LE CHANEL MARTIGUES|8110Z
021518592|00015|13|LES PENNES MIRABEAU|COPRO LA RENARDIERE|8110Z
021518618|00018|13|AIX EN PROVENCE|COPRO MANOIR DE LA CALADE|8110Z
021518626|00011|13|AIX EN PROVENCE|COPRO NYMPHEE|8110Z
021518634|00015|13|AIX EN PROVENCE|LE SALVATOR|8110Z
021518642|00018|13|AIX EN PROVENCE|SYND COPRO LE VERLAINE 1|8110Z
021518659|00012|13|AIX EN PROVENCE|COPRO LE MUSSET|8110Z
021518675|00018|13|MARSEILLE 5|14 RUE J GONTARD|8110Z
021518683|00012|13|ISTRES|COPRO LES BAUMES|8110Z
021518691|00015|13|MARSEILLE 8|COPRO LE NEPTUNE|8110Z
021518717|00018|13|MARSEILLE 8|COPRO CLOS JOLI|8110Z
021518774|00019|13|MARSEILLE 8|COPRO LA RIANTE|6832A
021518774|00027|13|MARSEILLE 8|COPRO LA RIANTE|6832A
021518873|00019|13|MARSEILLE 12|LE GALAXIE|8110Z
021518923|00012|13|GARDANNE|COPRO LE GAUGUIN|8110Z
021518956|00012|13|AUBAGNE|COPRO CLAIR SOLEIL LES AUBES|8110Z
021518964|00016|13|MARSEILLE 5|JARDIN DES FACULTES|8110Z
021518998|00014|13|AUBAGNE|COPRO LES LAVANDES|8110Z
021519046|00011|13|MARSEILLE 13|CHAMP FLEURI|8110Z
021519061|00010|13|MARSEILLE 9|COIN JOLI|8110Z
021519087|00015|13|MARSEILLE 7|LE KERTAD|8110Z
021519111|00013|13|SALON DE PROVENCE|TOUR DES CANOURGUES C5|8110Z
021519129|00015|13|MARSEILLE 8|COPRO RESIDENCE PERRIER|8110Z
021519145|00011|13|MARSEILLE 3|COPRO LAMOTTE TOURTEL|8110Z
021519152|00017|13|AIX EN PROVENCE|COPRO KESWICK AIX|8110Z
021519186|00015|13|ARLES|COPRO PENONE CLAUDE|8110Z
021519202|00010|13|VITROLLES|FLOREAL|8110Z
021519210|00013|13|BERRE L'ETANG|JARDINS CARIANNE|8110Z
021519244|00012|13|FOS SUR MER|COPRO LA SALADELLE|8110Z
021519277|00012|13|LA CIOTAT|COPRO LOU PANTAIL|8110Z
021519327|00015|13|AUBAGNE|LES TUILERIES|8110Z
021519343|00012|13|BOUC BEL AIR|COPRO CLOS DES PINS|8110Z
021519350|00017|13|ARLES|G BIZET BD M BERTHELOT|8110Z
021519368|00019|13|ARLES|6 BD A DAUDET ARLES|8110Z
021519376|00012|13|ISTRES|COPRO PREPAOUCD|8110Z
021519384|00016|13|MARIGNANE|LE ST LAURENT MARIGNANE|8110Z
021519392|00019|13|ROGNAC|ROGNACAZUR|8110Z
021519418|00012|13|MARIGNANE|COPROPRIETE LES FLORIDES DE MARIGNANE|8110Z
021519434|00019|13|MARSEILLE 10|BOIS FLEURY|8110Z
021519442|00012|13|MARSEILLE 8|ETOILE MERMOZ|8110Z
021519459|00016|13|MARSEILLE 7|COPRO LE GALLION|8110Z
021519467|00019|13|MARIGNANE|COPRO LE REGENCE 1|8110Z
021519483|00016|13|GARDANNE|LES OMBRAGES GARDANNE|8110Z
021519517|00011|13|TARASCON|COPRO LES BRUYERES|8110Z
021519541|00011|13|MARSEILLE 7|33 AV DE LA CORSE|8110Z
021519558|00015|13|MARIGNANE|LES VIGNES MARIGNANE|8110Z
021519566|00018|13|MARSEILLE 9|MICHELET ST JACQUES|8110Z
021519574|00012|13|ISTRES|COPRO LE TIVOLI|8110Z
021519590|00018|13|GARDANNE|COPRO LES HESPERIDES|8110Z
021519616|00011|13|GARDANNE|COPRO ASTRAL|8110Z
021519632|00018|13|MARSEILLE 16|COPRO PARC BELLA VISTA|8110Z
021519640|00011|13|GARDANNE|COPRO DU STADE|8110Z
021519665|00018|13|MARSEILLE 9|SYND COPRO LES ROCHES D OR|8110Z
021519673|00012|13|SALON DE PROVENCE|LE MEREIO|8110Z
021519681|00015|13|SALON DE PROVENCE|LE CRAPONNE|8110Z
021519699|00017|13|SALON DE PROVENCE|L ARCEAU|8110Z
021519723|00015|13|SALON DE PROVENCE|COPRO LES CYPRES|8110Z
021519731|00018|13|SALON DE PROVENCE|COPRO RESIDENCE ELYSEE|8110Z
021519749|00010|13|MIRAMAS|COPRO RES FONTLONGUE BAT CYTISE|8110Z
021519756|00015|13|SALON DE PROVENCE|COPRO GRAND IMMEUBLE|8110Z
021519764|00019|13|SALON DE PROVENCE|LES LAUNES|8110Z
021519780|00015|13|SALON DE PROVENCE|COPRO LES PINS L5 LES GRILLONS|8110Z
021519798|00017|13|SALON DE PROVENCE|LE PROVENCE|8110Z
021519806|00018|13|SALON DE PROVENCE|COPRO LE SUFFREN|8110Z
021519814|00012|13|AIX EN PROVENCE|LE VAL DE TORSE|8110Z
021519848|00010|13|MARSEILLE 2|COPRO LA VILLA D ESTE|8110Z
021519871|00012|13|MARSEILLE 8|COPRO 199 B AV DU PRADO|8110Z
021519905|00018|13|MARSEILLE 8|LE MAGELLAN 352 AV DU PRADO|8110Z
021519913|00012|13|MARSEILLE 1|88 RUE GRIGNAN MLLE|8110Z
021519921|00015|13|AIX EN PROVENCE|COPROPRIETE LES BUIS|8110Z
021519962|00019|13|MARSEILLE 1|COPRO 38 CRS H ESTIENNE D ORVES|8110Z
021520036|00019|13|MARSEILLE 10|COPROPRIETE SQUARE SAINT ELOI|8110Z
021520051|00018|13|MARSEILLE 14|COPRO LE MAIL|8110Z
021520085|00016|13|MARSEILLE 2|LE MARCEAU|8110Z
021520119|00013|13|SALON DE PROVENCE|COPRO CARDONAL LOUIS|8110Z
021520127|00016|13|SALON DE PROVENCE|330 BD FOCH|8110Z
021520143|00013|13|SALON DE PROVENCE|COPRO LA SAVOISIENNE|8110Z
021520218|00013|13|MARSEILLE 2|LE KLEBER R FAUCHIER|8110Z
021520226|00016|13|MARSEILLE 8|COPRO ALFRED DE MUSSET|8110Z
021520234|00010|13|MARSEILLE 10|LE CLOS DES CHEVALIERS MLLE|8110Z
021520309|00010|13|MARSEILLE 4|COPRO LE FARNESE|8110Z
021520341|00013|13|AIX EN PROVENCE|COPRO LE CHAMPSAUR|8110Z
